eventID,occurrenceID,basisOfRecord,eventDate,kingdom,scientificName,taxonRank,vernacularName,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,identificationReferences,remarks
UGM-2016KS-BA021-Po,UGM-2016KS-BA021-Po-EM001,HumanObservation,2016-01/02,Plantae,Sloanea sigun,species,,-6.737286,107.003119,WGS84,ID,8,8,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Po,UGM-2016KS-BA021-Po-EM030,HumanObservation,2016-01/02,Plantae,Toona sureni,species,,-6.737286,107.003119,WGS84,ID,10,10,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Po,UGM-2016KS-BA021-Po-EM031,HumanObservation,2016-01/02,Plantae,Fagraea blumei,species,,-6.737286,107.003119,WGS84,ID,3,3,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Po,UGM-2016KS-BA021-Po-EM032,HumanObservation,2016-01/02,Plantae,Ficus ribes,species,,-6.737286,107.003119,WGS84,ID,16,16,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM001,HumanObservation,2016-01/02,Plantae,Sloanea sigun,species,,-6.737286,107.003119,WGS84,ID,9,9,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM002,HumanObservation,2016-01/02,Plantae,Schefflera aromatica,species,,-6.737286,107.003119,WGS84,ID,2,2,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM003,HumanObservation,2016-01/02,Plantae,Elaecocarpus sphaericus,species,,-6.737286,107.003119,WGS84,ID,2,2,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM004,HumanObservation,2016-01/02,Plantae,Symplocos fasciculata,species,,-6.737286,107.003119,WGS84,ID,2,2,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM005,HumanObservation,2016-01/02,Plantae,Actinodaphne procera,species,,-6.737286,107.003119,WGS84,ID,1,1,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM006,HumanObservation,2016-01/02,Plantae,Persea rimosa,species,,-6.737286,107.003119,WGS84,ID,2,2,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM007,HumanObservation,2016-01/02,Plantae,Reutalis trisperma,species,,-6.737286,107.003119,WGS84,ID,1,1,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM008,HumanObservation,2016-01/02,Plantae,Tetrasigma dichotomum,species,,-6.737286,107.003119,WGS84,ID,5,5,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM009,HumanObservation,2016-01/02,Plantae,Turpinia sphaerocarpa,species,,-6.737286,107.003119,WGS84,ID,5,5,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM010,HumanObservation,2016-01/02,Plantae,Turpinia pomipera,species,,-6.737286,107.003119,WGS84,ID,2,2,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM011,HumanObservation,2016-01/02,Plantae,Engelhardia serrata,species,,-6.737286,107.003119,WGS84,ID,3,3,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM012,HumanObservation,2016-01/02,Plantae,Polyosma integrifolia,species,,-6.737286,107.003119,WGS84,ID,1,1,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM013,HumanObservation,2016-01/02,Plantae,Trema orientalis,species,,-6.737286,107.003119,WGS84,ID,2,2,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM014,HumanObservation,2016-01/02,Plantae,Saurauia bracteosa,species,,-6.737286,107.003119,WGS84,ID,6,6,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM015,HumanObservation,2016-01/02,Plantae,Saurauia nudiflora,species,,-6.737286,107.003119,WGS84,ID,1,1,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM016,HumanObservation,2016-01/02,Plantae,Saurauia pendula,species,,-6.737286,107.003119,WGS84,ID,1,1,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM017,HumanObservation,2016-01/02,Plantae,Sauraruia reinwardtia,species,,-6.737286,107.003119,WGS84,ID,1,1,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM018,HumanObservation,2016-01/02,Plantae,Weinmannia blumei,species,,-6.737286,107.003119,WGS84,ID,3,3,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM019,HumanObservation,2016-01/02,Plantae,Antidesma montanum,species,,-6.737286,107.003119,WGS84,ID,1,1,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM020,HumanObservation,2016-01/02,Plantae,Eugenia lineata,species,,-6.737286,107.003119,WGS84,ID,1,1,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM021,HumanObservation,2016-01/02,Plantae,Ilex cymosa,species,,-6.737286,107.003119,WGS84,ID,3,3,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM022,HumanObservation,2016-01/02,Plantae,Syzygium pycnanthum,species,,-6.737286,107.003119,WGS84,ID,2,2,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM023,HumanObservation,2016-01/02,Plantae,Manglietia glauca,species,,-6.737286,107.003119,WGS84,ID,2,2,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM024,HumanObservation,2016-01/02,Plantae,Glochidion cyrtostylum,species,,-6.737286,107.003119,WGS84,ID,3,3,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM025,HumanObservation,2016-01/02,Plantae,Ostodes paniculata,species,,-6.737286,107.003119,WGS84,ID,7,7,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM026,HumanObservation,2016-01/02,Plantae,Villebrunea rubescens,species,,-6.737286,107.003119,WGS84,ID,17,17,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM027,HumanObservation,2016-01/02,Plantae,Lithocarpus elegans,species,,-6.737286,107.003119,WGS84,ID,2,2,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM028,HumanObservation,2016-01/02,Plantae,Acer laurium,species,,-6.737286,107.003119,WGS84,ID,1,1,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM029,HumanObservation,2016-01/02,Plantae,Laportea stimulans,species,,-6.737286,107.003119,WGS84,ID,19,19,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM030,HumanObservation,2016-01/02,Plantae,Schima wallichii,species,,-6.737286,107.003119,WGS84,ID,8,8,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM031,HumanObservation,2016-01/02,Plantae,Altingia excelsa,species,,-6.737286,107.003119,WGS84,ID,35,35,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM032,HumanObservation,2016-01/02,Plantae,Castanopsis accuninatussima,species,,-6.737286,107.003119,WGS84,ID,1,1,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM033,HumanObservation,2016-01/02,Plantae,Flacourtia rukam,species,,-6.737286,107.003119,WGS84,ID,3,3,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM034,HumanObservation,2016-01/02,Plantae,Castanopsis argentea,species,,-6.737286,107.003119,WGS84,ID,10,10,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM035,HumanObservation,2016-01/02,Plantae,Toona sureni,species,,-6.737286,107.003119,WGS84,ID,2,2,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM036,HumanObservation,2016-01/02,Plantae,Fagraea blumei,species,,-6.737286,107.003119,WGS84,ID,3,3,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Ti,UGM-2016KS-BA021-Ti-EM037,HumanObservation,2016-01/02,Plantae,Ficus ribes,species,,-6.737286,107.003119,WGS84,ID,12,12,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM001,HumanObservation,2016-01/02,Plantae,Pinanga coronata,species,,-6.737286,107.003119,WGS84,ID,11,11,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM002,HumanObservation,2016-01/02,Plantae,Schefflera aromatica,species,,-6.737286,107.003119,WGS84,ID,3,3,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM003,HumanObservation,2016-01/02,Plantae,Elaecocarpus sphaericus,species,,-6.737286,107.003119,WGS84,ID,2,2,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM004,HumanObservation,2016-01/02,Plantae,Actinodaphne procera,species,,-6.737286,107.003119,WGS84,ID,5,5,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM005,HumanObservation,2016-01/02,Plantae,Neolitsea cassiaefola,species,,-6.737286,107.003119,WGS84,ID,1,1,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM006,HumanObservation,2016-01/02,Plantae,Persea rimosa,species,,-6.737286,107.003119,WGS84,ID,1,1,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM007,HumanObservation,2016-01/02,Plantae,Cinnamomum parthenoxylon,species,,-6.737286,107.003119,WGS84,ID,4,4,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM008,HumanObservation,2016-01/02,Plantae,Amorphophallus stipitatus,species,,-6.737286,107.003119,WGS84,ID,7,7,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM009,HumanObservation,2016-01/02,Plantae,Symplocos fasciculata,species,,-6.737286,107.003119,WGS84,ID,9,9,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM010,HumanObservation,2016-01/02,Plantae,Paederia foetida,species,,-6.737286,107.003119,WGS84,ID,8,8,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM011,HumanObservation,2016-01/02,Plantae,Reutalis trisperma,species,,-6.737286,107.003119,WGS84,ID,3,3,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM012,HumanObservation,2016-01/02,Plantae,Platanthera blumii,species,,-6.737286,107.003119,WGS84,ID,9,9,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM013,HumanObservation,2016-01/02,Plantae,Polyosma integrifolia,species,,-6.737286,107.003119,WGS84,ID,2,2,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM014,HumanObservation,2016-01/02,Plantae,Hypobathrum frutescens,species,,-6.737286,107.003119,WGS84,ID,9,9,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM015,HumanObservation,2016-01/02,Plantae,Saurauia bracteosa,species,,-6.737286,107.003119,WGS84,ID,11,11,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM016,HumanObservation,2016-01/02,Plantae,Mycetica modiflora,species,,-6.737286,107.003119,WGS84,ID,3,3,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM017,HumanObservation,2016-01/02,Plantae,Sauraruia reinwardtia,species,,-6.737286,107.003119,WGS84,ID,3,3,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM018,HumanObservation,2016-01/02,Plantae,Sloanea sigun,species,,-6.737286,107.003119,WGS84,ID,2,2,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM019,HumanObservation,2016-01/02,Plantae,Antidesma montanum,species,,-6.737286,107.003119,WGS84,ID,4,4,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM020,HumanObservation,2016-01/02,Plantae,Eugenia lineata,species,,-6.737286,107.003119,WGS84,ID,5,5,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM021,HumanObservation,2016-01/02,Plantae,Syzygium rostratum,species,,-6.737286,107.003119,WGS84,ID,7,7,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM022,HumanObservation,2016-01/02,Plantae,Tetrasigma dichotomum,species,,-6.737286,107.003119,WGS84,ID,5,5,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM023,HumanObservation,2016-01/02,Plantae,Syzygium antisepticum,species,,-6.737286,107.003119,WGS84,ID,8,8,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM024,HumanObservation,2016-01/02,Plantae,Ficus fistulosa,species,,-6.737286,107.003119,WGS84,ID,12,12,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM025,HumanObservation,2016-01/02,Plantae,Ficus variegata,species,,-6.737286,107.003119,WGS84,ID,2,2,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM026,HumanObservation,2016-01/02,Plantae,Persea excelsa,species,,-6.737286,107.003119,WGS84,ID,3,3,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM027,HumanObservation,2016-01/02,Plantae,Manglietia glauca,species,,-6.737286,107.003119,WGS84,ID,8,8,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM028,HumanObservation,2016-01/02,Plantae,Glochidion cyrtostylum,species,,-6.737286,107.003119,WGS84,ID,4,4,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM029,HumanObservation,2016-01/02,Plantae,Ostodes paniculata,species,,-6.737286,107.003119,WGS84,ID,2,2,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM030,HumanObservation,2016-01/02,Plantae,Villebrunea rubescens,species,,-6.737286,107.003119,WGS84,ID,18,18,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM031,HumanObservation,2016-01/02,Plantae,Trevesia sundaica,species,,-6.737286,107.003119,WGS84,ID,3,3,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM032,HumanObservation,2016-01/02,Plantae,Macropanax dispermum,species,,-6.737286,107.003119,WGS84,ID,2,2,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM033,HumanObservation,2016-01/02,Plantae,Quercus spicata,species,,-6.737286,107.003119,WGS84,ID,8,8,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM034,HumanObservation,2016-01/02,Plantae,Lithocarpus elegans,species,,-6.737286,107.003119,WGS84,ID,20,20,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM035,HumanObservation,2016-01/02,Plantae,Rubus chrysophillus,species,,-6.737286,107.003119,WGS84,ID,1,1,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM036,HumanObservation,2016-01/02,Plantae,Laportea stimulans,species,,-6.737286,107.003119,WGS84,ID,23,23,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM037,HumanObservation,2016-01/02,Plantae,Schima wallichii,species,,-6.737286,107.003119,WGS84,ID,19,19,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM038,HumanObservation,2016-01/02,Plantae,Schefflera polybotyra,species,,-6.737286,107.003119,WGS84,ID,4,4,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
UGM-2016KS-BA021-Pa,UGM-2016KS-BA021-Pa-EM039,HumanObservation,2016-01/02,Plantae,Altingia excelsa,species,,-6.737286,107.003119,WGS84,ID,23,23,individuals,present,Foris Indonesia (2015) | Seameo Biotrop (2011),
