eventID,occurrenceID,basisOfRecord,eventDate,kingdom,scientificName,taxonRank,vernacularName,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,identificationReferences,remarks
UGM-2017DA-BA018-DRY,UGM-2017DA-BA018-DRY-VE001,HumanObservation,2016-05-22/06-4,Animalia,Fejervarya cancrivora,species,Katak hijau,-7.12022222 | 110.08666667,110.08666667 | 110.08666667,WGS84,ID,4,4,individuals,present,Iskandar (2008) | Kusrini (2013),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE007,HumanObservation,2015-07-03/10-07,Animalia,Bungarus flaviceps,species,Red-headed krait,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE008,HumanObservation,2015-07-03/10-07,Animalia,Chaperina fusca,species,Saffron-bellied frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE009,HumanObservation,2015-07-03/10-07,Animalia,Cnemaspis kendallii,species,Kendall's rock gecko,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE010,HumanObservation,2015-07-03/10-07,Animalia,Cuora amboinensis,species,Southeast asian box turtle,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE011,HumanObservation,2015-07-03/10-07,Animalia,Cyclemys dentata,species,Brown stream terrapin,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE012,HumanObservation,2015-07-03/10-07,Animalia,Cyrtodactylus malayanus,species,Borneo bow-fingered gecko,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE013,HumanObservation,2015-07-03/10-07,Animalia,Cyrtodactylus sp.,genus,,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,3,3,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),Cyrtodactylus sp. 1
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE014,HumanObservation,2015-07-03/10-07,Animalia,Cyrtodactylus sp.,genus,,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),Cyrtodactylus sp. 2
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE015,HumanObservation,2015-07-03/10-07,Animalia,Dasia olivacea,species,Olive tree skink,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE016,HumanObservation,2015-07-03/10-07,Animalia,Dendrelaphus striatus,species,Striated bronzeback tree snake,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE017,HumanObservation,2015-07-03/10-07,Animalia,Draco sumatranus,species,Common gliding lizard,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,3,3,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE018,HumanObservation,2015-07-03/10-07,Animalia,Duttaphrynus melanostictus,species,Common sunda toad,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE019,HumanObservation,2015-07-03/10-07,Animalia,Enhydris plumbea,species,Boie's mud snake,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE020,HumanObservation,2015-07-03/10-07,Animalia,Eutropis multifasciata,species,Rainbow water snake,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,9,9,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE021,HumanObservation,2015-07-03/10-07,Animalia,Eutropis rudis,species,Black-banded ground skink,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,4,4,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE022,HumanObservation,2015-07-03/10-07,Animalia,Fejervarya cancrivora,species,Mangrove frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,11,11,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE023,HumanObservation,2015-07-03/10-07,Animalia,Fejerfarya limnocharis,species,Grass frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE024,HumanObservation,2015-07-03/10-07,Animalia,Gecko gecko,species,Tokay gecko,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE025,HumanObservation,2015-07-03/10-07,Animalia,Gekko smithii,species,Smith's green-eyed gecko,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE026,HumanObservation,2015-07-03/10-07,Animalia,Gonocephalus grandis,species,Great anglehead lizard,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE027,HumanObservation,2015-07-03/10-07,Animalia,Hylarana erythraea,species,Common green frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,12,12,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE028,HumanObservation,2015-07-03/10-07,Animalia,Hylarana picturata,species,Spotted stream frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,34,34,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE029,HumanObservation,2015-07-03/10-07,Animalia,Hylarana raniceps,species,White-lipped frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,29,29,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE030,HumanObservation,2015-07-03/10-07,Animalia,Hylarana signata,species,Stiped stream frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,43,43,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE031,HumanObservation,2015-07-03/10-07,Animalia,Leptobrachella mjobergi,species,Mjoberg's dwarf litter frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,9,9,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE032,HumanObservation,2015-07-03/10-07,Animalia,Limnonectes finchi,species,Rough guardian frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,8,8,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE033,HumanObservation,2015-07-03/10-07,Animalia,Limnonectes ibanorum,species,Rouch-backed river toad,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,19,19,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE034,HumanObservation,2015-07-03/10-07,Animalia,Limnonectes kuhlii,species,Large-headed frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,68,68,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE035,HumanObservation,2015-07-03/10-07,Animalia,Limnonectes leporinus,species,Giant river frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,39,39,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE036,HumanObservation,2015-07-03/10-07,Animalia,Limnonectes malesianus,species,Peat swamp frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE037,HumanObservation,2015-07-03/10-07,Animalia,Limnonectes paramacrodon,species,Lesser swamp frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE038,HumanObservation,2015-07-03/10-07,Animalia,Megophrys nasuta,species,Bornean horned frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE039,HumanObservation,2015-07-03/10-07,Animalia,Merystogenis sp.,genus,,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,5,5,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE040,HumanObservation,2015-07-03/10-07,Animalia,Naja sumatrana,species,Sumatran cobra,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE041,HumanObservation,2015-07-03/10-07,Animalia,Nyctrixalus pictus,species,Cinnamon frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE042,HumanObservation,2015-07-03/10-07,Animalia,Odorrana hosii,species,Poisonous rock frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,9,9,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE043,HumanObservation,2015-07-03/10-07,Animalia,Pelophryne signata,species,Short-legged dwarf toad,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE044,HumanObservation,2015-07-03/10-07,Animalia,Phrynoidis aspera,species,Asian giant toad,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,68,68,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE045,HumanObservation,2015-07-03/10-07,Animalia,Phrynoidis juxtaspera,species,Giant river frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,11,11,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE046,HumanObservation,2015-07-03/10-07,Animalia,Polypedates leucomystax,species,Four-lined tree frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE047,HumanObservation,2015-07-03/10-07,Animalia,Polypedates macrotis,species,Dark-eared tree frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE048,HumanObservation,2015-07-03/10-07,Animalia,Staurois latopalmatus,species,Sabah splash frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,25,25,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE049,HumanObservation,2015-07-03/10-07,Animalia,Staurois natator,species,Mindanao splash frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,12,12,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE050,HumanObservation,2015-07-03/10-07,Animalia,Staurois tuberilinguis,species,Green spotted rock frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE051,HumanObservation,2015-07-03/10-07,Animalia,Parias sumatranus,species,Sumatra pit viper,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE052,HumanObservation,2015-07-03/10-07,Animalia,Tropidolaemus wagleri,species,Wagler's pit viper,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE053,HumanObservation,2015-07-03/10-07,Animalia,Tropidophorus beccari,species,Beccari's keeled skink,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,12,12,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE054,HumanObservation,2015-07-03/10-07,Animalia,Tropidophorus mocquardii,species,,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,5,5,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE055,HumanObservation,2015-07-03/10-07,Animalia,Varanus salvator,species,Common water monitor,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HL,UGM-2016IR-BA019-HL-VE056,HumanObservation,2015-07-03/10-07,Animalia,Xenochrophis trianguligerus,species,Red-sided keelback water snack,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE001,HumanObservation,2015-07-03/10-07,Animalia,Ahaetulla prasina,species,Oriental vine snake,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE002,HumanObservation,2015-07-03/10-07,Animalia,Aphaniotis fusca,species,Dusky earless agama,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,4,4,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE003,HumanObservation,2015-07-03/10-07,Animalia,Bungarus fasciatus,species,Banded krait,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE004,HumanObservation,2015-07-03/10-07,Animalia,Cnemaspis sp.,genus,,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE005,HumanObservation,2015-07-03/10-07,Animalia,Cyrtodactylus ingeri,species,Sabah bow-fingered gecko,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),Cyrtodactylus sp. 3
